,OMSID,round,ParticipantID,Scenario,t1Diagnoses,t1DiagnosisScore,t1Likelihoods,t1Confidence,t1Severity,t2Diagnoses,t2Likelihoods,t2Confidence,t2Severity,t2SeniorReview,t2InvestigationsComplete,OMSScore,t2ExtraInvestigations,SCENARIO,CURRENT.SCENARIO.VERSION,SCENARIO.VERSION.PLAYED,SCORE....,TIME.SPENT,DATE,SCENARIO.ATTEMPT..,Quest.2.PIN,scenGroup,scenNum,orderNum,t1numOfDiagnoses,t2numOfDiagnoses,t1HighestLikelihood,t2HighestLikelihood,severityChange,confidenceChange,t1numOfDiagnosesChange,diagnosticChange,calibrationByDiff,sbarStart,helpStart,totalHelpStart,treatStart,pewsScore,totalActions,uniqueActions,filteredActions,actionVector,actTimesVector,historyActionsVector,examsActionsVector,testingActionsVector,treatmentActionsVector,numOfHistoryActions,numOfExamActions,numOfTestingActions,numOfTreatmentActions,numOfActionsAfterHistory,numOfHistoryActionsBeforePause,numOfHistoryActionsAfterPause,numOfExamActionsBeforePause,numOfExamActionsAfterPause,percentageHistory,numOfTestingActionsBeforePause,numOfTestingActionsAfterPause,percentageTesting,numOfTreatmentActionsBeforePause,numOfTreatmentActionsAfterPause,historyVectorBeforePause,numOfActionsBeforePause,numOfActionsAfterPause,numOfDiagnosesLabel,initialConfidenceLabel,infoVal,infoValHistory,infoValExams,infoValTesting,infoValHistoryBeforePause,infoValBeforePause,infoValAfterPause,infoValAfterHistory,infoValHistoryAfterPause,infoValExamsAfterPause,infoValTestsAfterPause
11,11,4,B22,Pneumonia,"acute asthma attack,  pneumonia, anaphylaxis, foreign body inhalation, bronchiolits",0.68,"5,5,2,2,3",8,6,"acute asthma excerbation, sepsis, pneumonia, anaphylaxis, foreign body","5,5,5,1,1",9,8,0.09,0,67,"CXR, would have liked to fully examine patient","Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,67.33,13m 49s,13/12/2023 14:24,3,No,DP,2,3,5,5,5,5,2,1,0,3,0.744444444,554,693,554,366,4,82,59,23,"1
1
1
0
0
0
1
1
1
0
0
1
0
0
0
1
0
0
0
0
1
0
0
0
0
0
0
1
0
0
1
0
0
0
0
0
1
1
0
0
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
1
0
0
0
0
0
1
0
0
0
1
1
0
0
0
1
0
0
1
0
0
1
0","150
260
256
0
0
0
107
127
93
0
0
209
0
0
0
166
0
0
0
0
85
0
0
0
0
0
0
602
0
0
197
0
0
0
0
0
203
275
0
0
278
280
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
119
0
665
0
0
0
0
0
473
0
0
0
759
423
0
0
0
145
0
0
576
0
0
463
0","1
1
1
0
0
0
1
1
1
0
0
1
0
0
0
1
0
0
0
0
1
0
0
0
0
0
0
1
0
0
1
0
0
0
0","0
1
1
0
0
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
1
0
0
0
0","0
1
0
0
0
1
1
0
0
0
1
0
0
1
0
0
1
0","1
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0",11,6,6,2,12,10,1,5,1,0.909090909,1,5,0.833333333,0,2,"past medical history
prescribed medications
allergies
ask about pain
ask about general activity level
history of presenting complaint
vaccination history
past surgical history
presenting complaint
progress at school",21,61,high,high,43.86574702,19.19309745,9.644871795,15.02777778,-10.08,-6.496666667,12.42971014,24.67264957,5.246376812,7.183333333,0
12,11,5,C11,DKA,"DKA, gastroenteritis",0.62,"5,3",7,7,DKA,5,9,8,0,0,65,,"Sarah, Diabetic Ketoacidosis, A-E Assessment [SNP005UK]",V1.0.0.0,V1.0.0.0,64.98,13m 53s,08/01/2024 14:47,3,No,DP,1,2,2,1,5,5,1,2,-1,4,0.722222222,467,674,467,643,2,57,50,22,"1
1
0
0
1
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
1
0
0
0
1
1
0
1
0
1
0
1
0
0
0
0
0
1
0
0
0
0
1
0
0
1
0
0
1
0
0
1
0
1
1
1
0
1
0
0
1
0
0
0
0","104
555
0
0
740
0
181
0
0
0
0
0
0
0
0
0
0
0
0
0
82
0
0
0
0
0
0
0
0
0
0
557
0
0
0
0
0
362
0
0
0
120
501
0
612
0
820
0
110
0
0
0
0
0
238
0
0
0
0
829
0
0
525
0
0
332
0
0
173
0
595
336
737
0
403
0
0
406
0
0
0
0","1
1
0
0
1
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
1
0
0
0","0
0
1
0
0
0
1
1
0
1
0
1
0
1
0
0
0
0
0
1
0
0
0
0
1
0
0
1
0","0
1
0
0
1
0
1
1
1
0
1
0
0
1
0
0
0
0","0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0",6,9,7,1,16,3,3,3,6,0.5,2,5,0.714285714,0,1,"past medical history
ask about pain
presenting complaint",14,43,low,high,55.05546031,-6.93494116,35.1994636,26.79093786,-10.30418719,17.2169094,26.36874932,61.99040147,3.375,22.99374932,0
13,11,6,C11,Pneumonia,"Pneumonia, URTI, croup, pleural effusion",0.53,"4,3,3,2",7,6,"Pneumonia, sepsis, exacerbation asthma, URTI","4,5,4,3",7,8,0.34,0,55,"Abdo exam, exposure, ENT","Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,55.1,15m 34s,14/02/2024 12:33,4,No,DP,2,3,4,4,4,5,2,0,0,2,0.785714286,627,694,627,264,4,66,62,24,"1
1
1
1
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
0
1
1
1
0
1
1
1
1
1
1
1
0
1
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
1
0
1
0
0
0
1
0
0
0
1
0
0
0
0
0
0
0","440
509
511
651
0
0
0
0
93
0
0
0
0
0
0
0
0
0
0
0
88
0
0
0
0
0
0
723
0
0
0
0
0
0
0
105
197
239
0
279
247
326
363
546
537
145
0
313
323
0
0
0
0
0
0
0
0
0
0
0
393
0
0
0
552
0
422
0
0
0
410
0
0
0
161
0
0
0
0
0
0
0","1
1
1
1
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
0","1
1
1
0
1
1
1
1
1
1
1
0
1
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0","1
0
1
0
0
0
1
0
0
0
1
0
0
0
0
0
0
0","1
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0",7,13,4,2,17,2,5,6,7,0.285714286,1,3,0.75,1,1,"history of presenting complaint
presenting complaint",15,51,high,high,25.87520859,-0.711746032,25.58021903,1.006735589,-10.08,-7.066363636,35.22534461,26.58695462,5.246376812,29.9789678,0
14,12,1,A20,DKA,"Diabetic Ketoacidosis, appendicitis, stomach bug",0.36,"5,2,3",3,7,"DKA, strep throat, appendicitis, stomach bug","5,2,2,2",9,7,0.25,0,46,"Full history, cardiac exam, neuro exam","Sarah, Diabetic Ketoacidosis, A-E Assessment [SNP005UK]",V1.0.0.0,V1.0.0.0,45.75,15m 38s,11/09/2023 16:08,1,No,DP,1,2,3,4,5,5,0,6,1,7,0.511111111,463,Inf,463,834,2,49,46,18,"1
1
0
0
1
0
1
0
1
0
0
0
0
0
0
0
0
0
0
0
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
1
1
0
0
1
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
1
1
1
0
1
0
0
1
0
0
0
0","483
503
0
0
396
0
161
0
127
0
0
0
0
0
0
0
0
0
0
0
104
552
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
301
0
0
0
677
747
0
0
208
0
0
375
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
780
0
0
0
0
794
715
509
0
265
0
0
837
0
0
0
0","1
1
0
0
1
0
1
0
1
0
0
0
0
0
0
0
0
0
0
0
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0","0
0
1
0
0
0
1
1
0
0
1
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0","0
1
0
0
0
0
1
1
1
0
1
0
0
1
0
0
0
0","0
0
0
0
0
0
0
1
0
0
0
1
0
0
1
0",7,5,6,3,11,3,4,2,3,0.428571429,1,5,0.833333333,0,3,"ask about pain
history of presenting complaint
presenting complaint",11,38,low,low,9.261253956,-23.87660783,4.096923919,29.04093786,-10.30418719,17.2169094,-6.710615764,33.13786178,-10.125,3.414384236,0
15,12,3,B4,Asthma,"Acute excerbation of asthma, anaphylaxis, urti, foreign body",0.8,"4,2,5,1",6,7,"Asthma, bronchiolitis, pneumonia, anaphylaxis, viral induced wheeze","5,4,4,1,5",7,7,0.25,0,68,"take bloods, a blood gas, glucose reading","Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,67.52,16m 0s,06/11/2023 13:06,2,No,AS,1,1,4,5,5,5,0,1,1,2,0.971428571,9999,Inf,9999,507,0,32,28,17,"1
1
1
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
1
0
0
1
1
0
1
0
1
0
0
0
0
0
0
0
1
1
0
0
0
0
0
0
0
0
0
1
0
1
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0","148
202
697
0
0
0
0
0
121
0
0
0
0
0
0
0
0
0
0
0
89
0
0
0
0
0
0
0
0
0
0
0
0
0
0
288
385
836
0
0
817
791
0
710
0
443
0
0
0
0
0
0
0
481
742
0
0
0
0
0
0
0
0
0
632
0
848
0
0
0
0
0
0
0
326
0
0
0
0
0
0
0","1
1
1
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0","1
1
1
0
0
1
1
0
1
0
1
0
0
0
0
0
0
0
1
1
0
0
0
0
0
0
0
0
0","1
0
1
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0","1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0",5,9,3,2,12,4,1,1,8,0.8,0,3,1,0,2,"past medical history
prescribed medications
history of presenting complaint
presenting complaint",10,22,high,low,31.63404462,13.39325431,14.35014076,3.890649545,4.202317291,0.169754265,10.13025457,18.24079031,-0.070967742,10.20122231,0
16,12,6,C12,Seizure,"Febrile convulsions, epilepsy, infection",0.43,"4,2,4",4,7,"Febrile seizure, epilepsy","5,1",9,6,0.35,0,48,looked in the mouth - ent assessment,"Katy, Seizure, A-E Assessment [SNP004UK]",V1.0.0.0,V1.0.0.0,47.51,20m 5s,14/02/2024 12:02,2,No,AS,2,4,3,2,4,5,-1,5,-1,7,0.533333333,850,825,825,219,2,62,55,24,"1
1
1
0
0
0
0
0
1
1
0
1
0
0
0
1
1
0
0
0
1
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
1
1
0
0
0
1
0
0
1
1
0
1
1
0
0
1
1
1
0
0
0
1
0
0
1
0
0
0
0
0
0
0
0
0
1
0
0
0
1
0
0
0
0
0
0
0","249
971
988
0
0
0
0
0
906
1034
0
984
0
0
0
947
958
0
0
0
896
0
0
0
0
0
0
0
0
0
0
1018
0
0
0
0
174
582
0
0
0
573
0
0
1004
141
0
475
690
0
0
512
547
450
0
0
0
928
0
0
1173
0
0
0
0
0
0
0
0
0
293
0
0
0
609
0
0
0
0
0
0
0","1
1
1
0
0
0
0
0
1
1
0
1
0
0
0
1
1
0
0
0
1
0
0
0
0
0
0
0
0
0
0
1
0
0
0","0
1
1
0
0
0
1
0
0
1
1
0
1
1
0
0
1
1
1
0
0
0
1
0
0
1
0
0
0","0
0
0
0
0
0
1
0
0
0
1
0
0
0
0
0
0
0","1
0
0
0
0
0
1
0
0
0
0
0
0
1
0
0",10,12,2,3,14,1,9,2,10,0.1,1,1,0.5,1,2,past medical history,11,51,low,low,54.82173097,14.03445071,21.45394692,19.33333333,-7.084795322,12.24853801,26.77934375,40.78728026,-0.25,27.02934375,0
17,13,2,A14,Pneumonia,"Acute asthma excerbation, viral infection, sepsis, anaphylaxis",0.27,"5,3,4,1",7,9,"Sepsis, acute asthma","4,4",7,9,0.18,1,58,,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,57.82,18m 59s,18/10/2023 11:16,2,No,DP,2,3,4,2,5,4,0,0,-2,2,0.828571429,665,Inf,665,518,5,63,50,22,"1
1
1
0
0
0
1
0
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
1
0
0
0
1
0
1
0
1
1
1
0
0
0
0
1
0
1
0
0
0
0
0
0
0
0
1
0
1
0
0
0
0
0
0
0
1
0
0
1
0
0
1
1
0
0
0
0
1
0
1","83
266
184
0
0
0
720
0
120
0
0
0
0
0
0
0
0
0
0
0
67
0
0
0
0
0
0
0
0
0
0
777
0
0
0
205
0
320
0
346
330
296
0
0
0
0
287
0
494
0
0
0
0
0
0
0
0
676
0
731
0
0
0
0
0
0
0
243
0
0
982
0
0
377
224
0
0
0
0
387
0
799","1
1
1
0
0
0
1
0
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
1
0
0
0","1
0
1
0
1
1
1
0
0
0
0
1
0
1
0
0
0
0
0
0
0
0
1
0
1
0
0
0
0","0
0
0
1
0
0
1
0
0
1
1
0
0
0
0
1
0
1","1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0",7,9,6,1,15,5,2,5,4,0.714285714,2,4,0.666666667,0,1,"past medical history
prescribed medications
allergies
history of presenting complaint
presenting complaint",16,47,high,high,19.11663082,5.905064935,8.511868915,4.69969697,-10.08,-7.066363636,23.91883067,13.21156589,5.246376812,12.03609023,6.636363636
18,13,3,B19,Asthma,"pneumonia/infection, Acute asthma excerbation",0.64,"4,5",5,7,"Acute asthma excerbation, pneumonia/infection","5,2",9,7,0,1,57,,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,57.24,12m 7s,06/11/2023 15:21,2,No,AS,1,1,2,2,5,5,0,4,0,4,0.633333333,558,Inf,558,210,5,47,41,11,"1
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
0
0
1
1
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
1
0
0
0
0
0
0
0","239
0
0
0
0
0
0
0
65
0
0
0
0
0
0
0
0
0
0
596
54
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
352
155
0
0
173
162
0
0
0
0
0
0
195
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
294
0
0
0
330
0
0
0
0
0
0
0","1
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0","0
1
1
0
0
1
1
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0","0
0
0
0
0
0
1
0
0
0
1
0
0
0
0
0
0
0","1
0
1
0
0
0
0
0
1
0
0
0
0
0
0
0",4,5,2,3,7,3,1,4,1,0.75,2,0,0,2,1,"past medical history
history of presenting complaint
presenting complaint",16,31,low,low,4.654267636,3.626332826,3.359103641,-2.331168831,4.202317291,-5.393557423,10.55284178,1.02793481,-0.070967742,10.62380952,0
19,13,5,C13,DKA,"DKA, infection",0.36,"5,4",NA,NA,DKA,5,NA,NA,NA,NA,55,,"Sarah, Diabetic Ketoacidosis, A-E Assessment [SNP005UK]",V1.0.0.0,V1.0.0.0,54.58,14m 37s,08/01/2024 14:48,4,No,DP,1,2,2,1,5,5,NA,NA,-1,NA,NA,648,822,648,9999,2,47,44,18,"1
1
1
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
1
1
1
0
1
0
0
0
0
0
0
1
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
1
0
0
1
0
0
1
0
0
1
0
0
0
0","498
549
539
0
0
0
0
0
358
0
0
0
0
0
0
0
0
0
0
0
102
731
0
0
0
0
0
0
0
0
0
0
0
0
0
154
0
423
274
248
0
445
0
0
0
0
0
0
321
0
0
0
0
213
0
0
0
0
0
0
0
0
0
0
0
714
0
0
762
0
0
797
0
0
171
0
0
772
0
0
0
0","1
1
1
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
1
1
0
0
0
0
0
0
0
0
0
0
0
0
0","1
0
1
1
1
0
1
0
0
0
0
0
0
1
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0","0
1
0
0
1
0
0
1
0
0
1
0
0
1
0
0
0
0","0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0",6,7,5,0,12,1,5,5,2,0.166666667,1,4,0.8,0,0,presenting complaint,12,35,low,NA,14.31685697,-24.63451585,20.79811612,18.1532567,-10.30418719,9.671490148,-1.925615764,38.95137283,-13.5,11.57438424,0
20,13,6,C13,Pneumonia,"Asthma exacerbation, viral induced wheeze/infection",0.18,"5,4",7,7,"Pneumonia, sepsis","5,5",7,8,0.38,1,73,,"Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,72.55,19m 50s,14/02/2024 13:08,3,No,DP,2,3,2,2,5,5,1,0,0,1,1.042857143,422,443,422,151,4,73,65,34,"1
1
1
0
0
0
1
0
1
1
1
0
0
0
0
1
1
0
1
0
1
0
1
0
0
0
1
1
0
0
0
1
0
0
0
1
1
1
0
0
1
1
0
0
0
0
0
1
1
1
1
1
1
1
0
0
0
1
0
1
1
0
0
0
1
0
1
0
0
0
1
0
0
0
1
0
0
0
0
0
0
0","335
555
546
0
0
0
902
0
299
1072
1084
0
0
0
0
1039
877
0
1024
0
69
0
892
0
0
0
1094
538
0
0
0
1061
0
0
0
132
699
80
0
0
315
90
0
0
0
0
0
750
776
1130
819
828
860
209
0
0
0
910
0
213
1160
0
0
0
1119
0
1003
0
0
0
472
0
0
0
163
0
0
0
0
0
0
0","1
1
1
0
0
0
1
0
1
1
1
0
0
0
0
1
1
0
1
0
1
0
1
0
0
0
1
1
0
0
0
1
0
0
0","1
1
1
0
0
1
1
0
0
0
0
0
1
1
1
1
1
1
1
0
0
0
1
0
1
1
0
0
0","1
0
1
0
0
0
1
0
0
0
1
0
0
0
0
0
0
0","1
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0",15,15,4,2,19,2,13,5,10,0.133333333,1,3,0.75,1,1,"history of presenting complaint
presenting complaint",20,53,low,high,107.6964515,44.63785936,62.05185652,1.006735589,-10.08,-7.066363636,57.08755126,63.05859211,5.246376812,51.84117445,0
21,14,1,A11,Asthma,"Asthma excerbation, pneumonia, allergic reaction",0.56,"4,5,3",5,7,"Asthma, pneumonia, allergy","5,4,1",6,9,0.03,0,65,"Blood gas, bloods, steroids, senior","Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,64.88,15m 3s,11/09/2023 13:50,1,No,AS,1,1,3,3,5,5,2,1,0,3,1.083333333,9999,884,884,365,5,38,31,12,"1
1
1
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
0
0
1
1
0
0
0
0
0
0
1
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0","221
302
321
0
0
0
0
0
178
0
0
0
0
0
0
0
0
0
0
0
164
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
427
352
0
0
578
641
0
0
0
0
0
0
632
0
0
465
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
393
0
0
0
0
0
0
0","1
1
1
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0","0
1
1
0
0
1
1
0
0
0
0
0
0
1
0
0
1
0
0
0
0
0
0
0
0
0
0
0
0","0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0","1
1
0
1
0
0
0
0
0
0
0
0
0
0
0
0",5,6,1,3,7,5,0,0,6,1,0,1,1,0,3,"past medical history
history of presenting complaint
presenting complaint",9,29,low,low,19.53013573,13.39325431,6.136881419,0,4.202317291,-3.062388592,13.33061956,6.136881419,-0.070967742,13.4015873,0
22,14,3,B11,Asthma,"Asthma, urti, anaphylaxis, bronchiolitis",0.62,"4,3,1,2",5,5,"Asthma, urti, bronchiolitis, anaphylaxis","5,3,1,1",6,6,0.28,1,74,,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,73.57,11m 44s,06/11/2023 13:49,2,No,AS,1,1,4,4,4,5,1,1,0,2,1.233333333,441,538,441,339,4,59,54,24,"1
0
1
0
0
0
1
0
1
0
1
0
0
0
0
1
0
0
0
1
1
1
0
0
0
0
0
0
0
0
0
1
0
0
0
1
1
1
1
0
1
1
0
1
0
1
1
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
1
0
0
0
1
0
0
0
0
0
0
0","90
0
577
0
0
0
450
0
71
0
596
0
0
0
0
644
0
0
0
477
60
673
0
0
0
0
0
0
0
0
0
638
0
0
0
167
252
292
623
0
344
346
0
663
0
188
568
653
0
0
0
0
0
0
0
0
0
0
0
502
0
0
0
0
0
0
549
0
0
0
371
0
0
0
211
0
0
0
0
0
0
0","1
0
1
0
0
0
1
0
1
0
1
0
0
0
0
1
0
0
0
1
1
1
0
0
0
0
0
0
0
0
0
1
0
0
0","1
1
1
1
0
1
1
0
1
0
1
1
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0","0
0
1
0
0
0
1
0
0
0
1
0
0
0
0
0
0
0","1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0",10,11,3,1,14,3,7,4,7,0.3,1,2,0.666666667,1,0,"past medical history
history of presenting complaint
presenting complaint",15,44,high,low,34.7187518,18.93018564,16.16406997,-0.375503807,4.202317291,-2.161414566,13.14418377,15.78856616,-0.070967742,13.21515152,0
23,14,5,C14,Asthma,"Asthma, pneumonia, LRTI, RSV bronchiolitis",0.81,"5,4,3,1",7,7,"Asthma, pneumonia","5,3",9,8,0.72,1,68,,"Sam, Respiratory Distress and Wheeze A-E Assessment [SNP002UK]",V1.0.0.0,V1.0.0.0,68.47,18m 2s,08/01/2024 13:54,3,No,AS,1,1,4,2,5,5,1,2,-2,5,0.755555556,787,720,720,229,5,58,52,20,"1
1
1
0
0
0
0
0
1
0
0
1
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
1
1
1
0
0
1
1
0
0
0
0
0
1
0
0
0
1
0
0
0
0
0
0
0
1
0
0
0
0
1
0
0
1
0
0
0
0
0
1
1
0
0
0
0
1
0
0","77
332
363
0
0
0
0
0
57
0
0
423
0
0
0
0
0
0
0
815
0
0
0
0
0
0
0
0
0
0
0
432
0
0
0
141
240
306
0
0
194
640
0
0
0
0
0
279
0
0
0
377
0
0
0
0
0
0
0
886
0
0
0
0
443
0
0
589
0
0
0
0
0
582
164
0
0
0
0
599
0
0","1
1
1
0
0
0
0
0
1
0
0
1
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0","1
1
1
0
0
1
1
0
0
0
0
0
1
0
0
0
1
0
0
0
0
0
0
0
1
0
0
0
0","1
0
0
1
0
0
0
0
0
1
1
0
0
0
0
1
0
0","1
1
0
0
0
0
0
0
0
0
0
0
0
0
0
0",7,8,5,2,13,2,5,4,4,0.285714286,1,4,0.8,1,1,"past medical history
history of presenting complaint",12,46,high,high,27.84679789,11.7748438,11.1954312,4.876522888,3.323529412,-0.709033613,18.09856485,16.07195409,-0.070967742,15.22799423,2.941538368
24,15,2,A8,Seizure,"Febrile convulsion, new epilepsy, viral infection",0.47,"5,3,5",5,9,"Febrile convulsions, new epilepsy, viral infection ","5,1,5",7,5,0.1,0,38,"Neuro exam, look tonsils/ENT exam, localising signs of infection","Katy, Seizure, A-E Assessment [SNP004UK]",V1.0.0.0,V1.0.0.0,37.66,20m 3s,18/10/2023 11:01,1,No,AS,2,4,3,3,5,5,-4,2,0,6,0.542857143,455,673,455,348,4,71,53,25,"1
0
0
0
1
0
1
0
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
1
0
0
1
1
0
0
0
1
0
0
1
0
1
1
1
0
0
0
0
0
0
1
0
1
0
0
0
1
0
1
1
0
1
0
0
1
1
0
1
1
0
1
0
0","377
0
0
0
975
0
98
0
75
0
0
0
0
0
0
0
0
0
0
0
62
0
0
0
0
0
0
0
0
0
0
1120
0
0
0
0
0
480
0
0
497
1084
0
0
0
150
0
0
286
0
868
574
767
0
0
0
0
0
0
1135
0
1170
0
0
0
841
0
950
814
0
264
0
0
937
730
0
964
900
0
955
0
0","1
0
0
0
1
0
1
0
1
0
0
0
0
0
0
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0
0
1
0
0
0","0
0
1
0
0
1
1
0
0
0
1
0
0
1
0
1
1
1
0
0
0
0
0
0
1
0
1
0
0","0
1
0
1
1
0
1
0
0
1
1
0
1
1
0
1
0
0","1
0
0
0
0
0
1
0
0
0
0
0
0
0
0
0",6,10,9,2,19,3,3,2,8,0.5,1,8,0.888888889,0,2,"ask about pain
history of presenting complaint
presenting complaint",12,59,low,low,1.370648048,-16.49590643,12.50014034,5.366414141,-7.084795322,20.88011696,11.24469776,17.86655448,-1.05,8.118561392,4.176136364
25,15,4,B16,Pneumonia,"asthma, bronchiolitis, LRTI, pneumothorax, TB",0.28,"5,4,4,1,1",9,3,"LRTI -> sepsis, bronchiolitis, TB, pneumothorax, acute exacerbation of asthma","5,2,1,1,4",9,9,0,0,61,"Finish A to E, sepsis six, communicate with patient more to get history","Sam, Pneumonia A-E Assessment [SNP011UK]",V1.0.0.0,V1.0.0.0,61.47,20m 20s,13/12/2023 12:03,2,No,DP,2,3,5,5,5,5,6,0,0,6,0.677777778,1158,Inf,1158,538,5,70,62,34,"1
0
0
0
0
1
1
1
1
0
0
0
0
0
0
1
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
0
1
1
1
0
0
1
1
1
1
0
1
0
1
1
0
0
1
1
0
1
0
0
1
0
1
0
0
0
0
1
1
1
1
0
1
1
0
0
1
1
0
0
1
0
1
1
0","192
0
0
0
0
994
159
177
140
0
0
0
0
0
0
203
0
0
0
0
86
0
0
0
0
0
0
1195
0
0
0
0
0
0
0
93
334
483
0
0
474
552
591
905
0
116
0
380
636
0
0
415
467
0
861
0
0
165
0
785
0
0
0
0
283
751
289
803
0
740
693
0
0
798
250
0
0
828
0
812
682
0","1
0
0
0
0
1
1
1
1
0
0
0
0
0
0
1
0
0
0
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0
0","1
1
1
0
0
1
1
1
1
0
1
0
1
1
0
0
1
1
0
1
0
0
1
0
1
0
0
0
0","1
1
1
1
0
1
1
0
0
1
1
0
0
1
0
1
1
0","1
0
1
0
0
0
0
0
0
1
0
0
0
0
0
0",8,15,11,3,26,6,2,4,11,0.75,3,8,0.727272727,0,3,"past medical history
ask about pain
ask about general activity level
history of presenting complaint
past surgical history
presenting complaint",17,53,high,high,72.20449397,1.255403299,51.86154701,19.08754367,-10.08,-7.066363636,63.2509422,70.94909068,5.246376812,51.36820175,6.636363636
